OrderID,CustomerName,City,Product,Category,Quantity,Price,TotalAmount
2000,Rahul,Chennai,Mobile,Electronics,3,40781,122343
2001,Neha,Bangalore,Headphones,Accessories,3,47133,141399
2002,Karan,Bangalore,Headphones,Accessories,1,34942,34942
2003,Arjun,Chennai,Laptop,Electronics,4,43068,172272
2004,Arjun,Delhi,Mobile,Electronics,1,26293,26293
2005,Arjun,Mumbai,Tablet,Electronics,3,47246,141738
2006,Amit,Bangalore,Laptop,Accessories,2,32489,64978
2007,Sneha,Mumbai,Mobile,Electronics,1,49965,49965
2008,Amit,Hyderabad,Smartwatch,Electronics,3,25805,77415
2009,Sneha,Delhi,Mobile,Accessories,3,17267,51801
2010,Riya,Hyderabad,Laptop,Accessories,2,39152,78304
2011,Amit,Hyderabad,Headphones,Electronics,4,18696,74784
2012,Amit,Hyderabad,Tablet,Accessories,3,19208,57624
2013,Neha,Delhi,Smartwatch,Accessories,1,13883,13883
2014,Rahul,Delhi,Mobile,Accessories,2,5748,11496
2015,Amit,Chennai,Laptop,Electronics,4,36697,146788
2016,Neha,Mumbai,Laptop,Electronics,4,26940,107760
2017,Priya,Mumbai,Tablet,Electronics,4,21730,86920
2018,Rahul,Chennai,Laptop,Accessories,3,30154,90462
2019,Riya,Chennai,Laptop,Electronics,4,17111,68444
2020,Amit,Hyderabad,Tablet,Electronics,3,22957,68871
2021,Karan,Chennai,Smartwatch,Accessories,2,10756,21512
2022,Arjun,Bangalore,Headphones,Accessories,2,41471,82942
2023,Priya,Mumbai,Headphones,Electronics,4,41033,164132
2024,Priya,Chennai,Mobile,Accessories,2,34790,69580
2025,Riya,Bangalore,Smartwatch,Electronics,1,33959,33959
2026,Neha,Bangalore,Mobile,Electronics,1,28781,28781
2027,Priya,Bangalore,Headphones,Electronics,3,2239,6717
2028,Rahul,Bangalore,Tablet,Accessories,4,2025,8100
2029,Amit,Hyderabad,Laptop,Accessories,3,16953,50859
2030,Amit,Bangalore,Headphones,Electronics,2,6751,13502
2031,Karan,Hyderabad,Smartwatch,Electronics,4,43708,174832
2032,Riya,Hyderabad,Headphones,Electronics,3,20007,60021
2033,Arjun,Bangalore,Smartwatch,Electronics,4,14360,57440
2034,Neha,Mumbai,Smartwatch,Accessories,4,21608,86432
2035,Arjun,Bangalore,Smartwatch,Electronics,3,28406,85218
2036,Priya,Bangalore,Mobile,Electronics,4,8149,32596
2037,Riya,Bangalore,Tablet,Accessories,2,34555,69110
2038,Karan,Mumbai,Headphones,Electronics,1,13693,13693
2039,Arjun,Delhi,Tablet,Electronics,1,31522,31522
2040,Rahul,Delhi,Laptop,Electronics,4,32156,128624
2041,Amit,Hyderabad,Headphones,Electronics,1,42035,42035
2042,Priya,Hyderabad,Tablet,Electronics,4,16413,65652
2043,Karan,Mumbai,Tablet,Accessories,3,16129,48387
2044,Arjun,Chennai,Laptop,Accessories,2,31192,62384
2045,Neha,Delhi,Smartwatch,Accessories,1,5454,5454
2046,Rahul,Hyderabad,Headphones,Accessories,3,34012,102036
2047,Rahul,Delhi,Headphones,Electronics,2,11219,22438
2048,Arjun,Mumbai,Laptop,Accessories,1,28149,28149
2049,Amit,Mumbai,Smartwatch,Accessories,1,12902,12902
2050,Arjun,Chennai,Headphones,Accessories,2,37844,75688
2051,Priya,Chennai,Headphones,Accessories,3,9716,29148
2052,Arjun,Mumbai,Headphones,Accessories,3,49631,148893
2053,Rahul,Hyderabad,Smartwatch,Accessories,1,31550,31550
2054,Karan,Delhi,Laptop,Accessories,2,30772,61544
2055,Arjun,Bangalore,Headphones,Accessories,3,5550,16650
2056,Amit,Chennai,Tablet,Electronics,2,47216,94432
2057,Riya,Bangalore,Smartwatch,Accessories,2,2938,5876
2058,Karan,Hyderabad,Mobile,Electronics,1,43650,43650
2059,Neha,Chennai,Laptop,Accessories,2,47931,95862
2060,Sneha,Bangalore,Tablet,Accessories,2,47337,94674
2061,Arjun,Hyderabad,Headphones,Accessories,4,42087,168348
2062,Amit,Delhi,Mobile,Electronics,2,17260,34520
2063,Karan,Hyderabad,Laptop,Electronics,3,12578,37734
2064,Amit,Chennai,Smartwatch,Accessories,1,16973,16973
2065,Neha,Mumbai,Mobile,Electronics,1,44315,44315
2066,Rahul,Delhi,Mobile,Accessories,2,9757,19514
2067,Amit,Bangalore,Tablet,Electronics,2,22950,45900
2068,Karan,Chennai,Laptop,Electronics,3,26134,78402
2069,Amit,Mumbai,Tablet,Electronics,4,47073,188292
2070,Amit,Hyderabad,Tablet,Accessories,1,29148,29148
2071,Amit,Mumbai,Headphones,Electronics,4,27676,110704
2072,Priya,Chennai,Smartwatch,Electronics,3,49480,148440
2073,Priya,Chennai,Mobile,Accessories,1,10796,10796
2074,Rahul,Mumbai,Laptop,Electronics,3,22459,67377
2075,Arjun,Hyderabad,Smartwatch,Accessories,2,15070,30140
2076,Amit,Mumbai,Smartwatch,Accessories,3,35923,107769
2077,Neha,Chennai,Laptop,Electronics,2,15227,30454
2078,Arjun,Chennai,Smartwatch,Accessories,4,18399,73596
2079,Neha,Bangalore,Headphones,Electronics,1,36285,36285
2080,Arjun,Bangalore,Smartwatch,Electronics,1,47410,47410
2081,Rahul,Delhi,Headphones,Accessories,4,40611,162444
2082,Amit,Chennai,Mobile,Electronics,2,12839,25678
2083,Amit,Bangalore,Mobile,Electronics,1,34841,34841
2084,Sneha,Mumbai,Tablet,Accessories,3,6097,18291
2085,Neha,Hyderabad,Headphones,Accessories,2,27612,55224
2086,Arjun,Mumbai,Mobile,Electronics,1,37194,37194
2087,Arjun,Hyderabad,Smartwatch,Accessories,3,10744,32232
2088,Riya,Bangalore,Laptop,Accessories,3,4296,12888
2089,Riya,Delhi,Laptop,Accessories,1,42091,42091
2090,Priya,Mumbai,Headphones,Accessories,4,10553,42212
2091,Sneha,Mumbai,Tablet,Electronics,4,29028,116112
2092,Karan,Mumbai,Smartwatch,Electronics,1,19148,19148
2093,Riya,Hyderabad,Headphones,Accessories,3,18931,56793
2094,Karan,Bangalore,Laptop,Electronics,4,1035,4140
2095,Priya,Mumbai,Headphones,Accessories,4,48969,195876
2096,Priya,Mumbai,Smartwatch,Accessories,4,41152,164608
2097,Priya,Delhi,Mobile,Electronics,2,44993,89986
2098,Neha,Delhi,Smartwatch,Electronics,4,7381,29524
2099,Neha,Bangalore,Mobile,Electronics,1,46285,46285
2100,Rahul,Bangalore,Mobile,Electronics,1,19981,19981
2101,Rahul,Chennai,Mobile,Accessories,2,42735,85470
2102,Priya,Delhi,Headphones,Accessories,2,36341,72682
2103,Sneha,Chennai,Laptop,Electronics,1,49231,49231
2104,Arjun,Hyderabad,Headphones,Accessories,2,1525,3050
2105,Neha,Chennai,Laptop,Electronics,4,31369,125476
2106,Sneha,Mumbai,Smartwatch,Electronics,3,35319,105957
2107,Amit,Chennai,Tablet,Electronics,3,30692,92076
2108,Neha,Bangalore,Smartwatch,Accessories,3,4121,12363
2109,Neha,Hyderabad,Headphones,Accessories,1,31066,31066
2110,Rahul,Mumbai,Headphones,Electronics,2,21447,42894
2111,Arjun,Chennai,Laptop,Electronics,3,14905,44715
2112,Arjun,Hyderabad,Headphones,Electronics,4,4903,19612
2113,Riya,Hyderabad,Mobile,Electronics,4,36591,146364
2114,Karan,Mumbai,Headphones,Accessories,4,23025,92100
2115,Karan,Chennai,Laptop,Accessories,2,5517,11034
2116,Karan,Hyderabad,Laptop,Electronics,3,39703,119109
2117,Karan,Hyderabad,Mobile,Electronics,4,48760,195040
2118,Amit,Delhi,Laptop,Accessories,2,46438,92876
2119,Amit,Hyderabad,Tablet,Electronics,4,20229,80916
2120,Neha,Delhi,Smartwatch,Accessories,3,28930,86790
2121,Priya,Chennai,Headphones,Accessories,3,39084,117252
2122,Rahul,Chennai,Tablet,Electronics,3,37872,113616
2123,Rahul,Chennai,Headphones,Accessories,3,36692,110076
2124,Karan,Bangalore,Tablet,Accessories,3,15128,45384
2125,Neha,Chennai,Headphones,Accessories,4,45129,180516
2126,Riya,Hyderabad,Mobile,Accessories,3,13001,39003
2127,Sneha,Mumbai,Laptop,Electronics,4,30631,122524
2128,Priya,Delhi,Laptop,Accessories,3,24066,72198
2129,Neha,Bangalore,Mobile,Accessories,4,24324,97296
2130,Priya,Chennai,Tablet,Accessories,3,3312,9936
2131,Priya,Chennai,Smartwatch,Electronics,4,33312,133248
2132,Priya,Mumbai,Tablet,Electronics,3,27826,83478
2133,Neha,Mumbai,Laptop,Electronics,2,9902,19804
2134,Karan,Bangalore,Smartwatch,Accessories,4,26825,107300
2135,Rahul,Delhi,Headphones,Electronics,2,42053,84106
2136,Rahul,Chennai,Smartwatch,Electronics,4,26500,106000
2137,Karan,Bangalore,Tablet,Electronics,4,24759,99036
2138,Priya,Hyderabad,Mobile,Accessories,4,47849,191396
2139,Sneha,Hyderabad,Headphones,Electronics,1,2426,2426
2140,Arjun,Bangalore,Tablet,Electronics,3,1356,4068
2141,Neha,Chennai,Headphones,Electronics,2,6488,12976
2142,Arjun,Bangalore,Smartwatch,Accessories,2,9243,18486
2143,Riya,Chennai,Laptop,Accessories,4,4638,18552
2144,Karan,Mumbai,Tablet,Electronics,2,44348,88696
2145,Sneha,Bangalore,Mobile,Electronics,2,16582,33164
2146,Neha,Chennai,Smartwatch,Electronics,2,48138,96276
2147,Karan,Bangalore,Tablet,Accessories,2,33874,67748
2148,Priya,Bangalore,Mobile,Accessories,1,9363,9363
2149,Rahul,Chennai,Tablet,Electronics,4,38290,153160
2150,Arjun,Chennai,Smartwatch,Accessories,2,49668,99336
2151,Amit,Delhi,Tablet,Electronics,1,30307,30307
2152,Amit,Bangalore,Headphones,Accessories,1,22618,22618
2153,Sneha,Hyderabad,Smartwatch,Electronics,4,5649,22596
2154,Priya,Bangalore,Tablet,Accessories,3,38579,115737
2155,Riya,Bangalore,Laptop,Electronics,3,2984,8952
2156,Arjun,Chennai,Tablet,Accessories,3,25691,77073
2157,Priya,Bangalore,Headphones,Electronics,2,48280,96560
2158,Arjun,Bangalore,Mobile,Electronics,4,49101,196404
2159,Sneha,Hyderabad,Mobile,Electronics,3,44309,132927
2160,Sneha,Chennai,Mobile,Electronics,2,21291,42582
2161,Riya,Bangalore,Laptop,Accessories,4,4307,17228
2162,Amit,Mumbai,Headphones,Electronics,2,27148,54296
2163,Priya,Delhi,Smartwatch,Accessories,3,31590,94770
2164,Neha,Hyderabad,Mobile,Accessories,3,25600,76800
2165,Amit,Bangalore,Headphones,Electronics,1,31449,31449
2166,Priya,Mumbai,Tablet,Electronics,1,36441,36441
2167,Amit,Bangalore,Laptop,Electronics,4,18357,73428
2168,Neha,Bangalore,Headphones,Electronics,2,47480,94960
2169,Rahul,Chennai,Headphones,Accessories,2,28350,56700
2170,Rahul,Chennai,Smartwatch,Accessories,3,43467,130401
2171,Riya,Chennai,Headphones,Accessories,3,2912,8736
2172,Rahul,Mumbai,Smartwatch,Accessories,4,49361,197444
2173,Rahul,Bangalore,Laptop,Electronics,1,3682,3682
2174,Karan,Delhi,Laptop,Accessories,3,21448,64344
2175,Arjun,Hyderabad,Tablet,Electronics,2,34282,68564
2176,Karan,Chennai,Smartwatch,Electronics,3,17753,53259
2177,Karan,Chennai,Smartwatch,Accessories,1,40181,40181
2178,Riya,Bangalore,Mobile,Accessories,2,35995,71990
2179,Karan,Bangalore,Mobile,Accessories,1,3352,3352
2180,Rahul,Mumbai,Tablet,Accessories,4,42345,169380
2181,Neha,Mumbai,Laptop,Accessories,4,19492,77968
2182,Riya,Chennai,Mobile,Accessories,1,1773,1773
2183,Riya,Bangalore,Headphones,Electronics,2,8149,16298
2184,Sneha,Delhi,Laptop,Electronics,1,29502,29502
2185,Riya,Hyderabad,Headphones,Electronics,3,35223,105669
2186,Sneha,Bangalore,Smartwatch,Accessories,3,9278,27834
2187,Riya,Bangalore,Laptop,Electronics,1,25276,25276
2188,Arjun,Mumbai,Tablet,Electronics,3,5049,15147
2189,Rahul,Hyderabad,Smartwatch,Electronics,1,16363,16363
2190,Riya,Chennai,Smartwatch,Electronics,3,12309,36927
2191,Rahul,Bangalore,Headphones,Electronics,1,8802,8802
2192,Rahul,Chennai,Smartwatch,Electronics,3,8600,25800
2193,Amit,Bangalore,Mobile,Accessories,2,3411,6822
2194,Riya,Chennai,Laptop,Accessories,2,12591,25182
2195,Priya,Hyderabad,Mobile,Accessories,3,9599,28797
2196,Amit,Mumbai,Headphones,Electronics,1,6163,6163
2197,Priya,Hyderabad,Headphones,Accessories,3,30404,91212
2198,Rahul,Delhi,Laptop,Accessories,4,28791,115164
2199,Rahul,Mumbai,Smartwatch,Electronics,4,45149,180596
2200,Amit,Hyderabad,Tablet,Accessories,1,47636,47636
2201,Amit,Delhi,Headphones,Electronics,3,41566,124698
2202,Priya,Bangalore,Laptop,Accessories,3,36604,109812
2203,Sneha,Bangalore,Tablet,Electronics,2,39637,79274
2204,Priya,Chennai,Smartwatch,Electronics,1,3034,3034
2205,Amit,Mumbai,Headphones,Accessories,4,2726,10904
2206,Neha,Bangalore,Laptop,Electronics,4,10085,40340
2207,Amit,Mumbai,Laptop,Accessories,1,27760,27760
2208,Neha,Bangalore,Laptop,Electronics,4,27911,111644
2209,Arjun,Chennai,Headphones,Accessories,1,33434,33434
2210,Amit,Hyderabad,Tablet,Accessories,4,11402,45608
2211,Arjun,Chennai,Laptop,Electronics,4,36892,147568
2212,Sneha,Delhi,Smartwatch,Accessories,1,19231,19231
2213,Priya,Bangalore,Laptop,Accessories,1,18288,18288
2214,Neha,Delhi,Tablet,Accessories,4,31626,126504
2215,Priya,Delhi,Headphones,Electronics,4,42985,171940
2216,Arjun,Mumbai,Laptop,Electronics,2,45869,91738
2217,Neha,Bangalore,Laptop,Accessories,3,46371,139113
2218,Priya,Delhi,Smartwatch,Accessories,1,46298,46298
2219,Amit,Hyderabad,Smartwatch,Electronics,1,3274,3274
2220,Rahul,Delhi,Laptop,Electronics,3,9517,28551
2221,Arjun,Hyderabad,Laptop,Accessories,2,26200,52400
2222,Priya,Mumbai,Smartwatch,Electronics,4,25644,102576
2223,Arjun,Delhi,Tablet,Electronics,4,30410,121640
2224,Karan,Chennai,Mobile,Accessories,2,43418,86836
2225,Arjun,Mumbai,Mobile,Electronics,2,37007,74014
2226,Neha,Hyderabad,Laptop,Electronics,3,48179,144537
2227,Karan,Mumbai,Smartwatch,Electronics,3,27185,81555
2228,Riya,Delhi,Headphones,Accessories,4,24902,99608
2229,Neha,Bangalore,Headphones,Electronics,2,37732,75464
2230,Rahul,Bangalore,Mobile,Accessories,2,30563,61126
2231,Karan,Hyderabad,Tablet,Electronics,4,24625,98500
2232,Riya,Hyderabad,Mobile,Electronics,4,45649,182596
2233,Amit,Bangalore,Laptop,Accessories,4,24520,98080
2234,Arjun,Hyderabad,Tablet,Accessories,4,32203,128812
2235,Priya,Mumbai,Headphones,Accessories,4,32269,129076
2236,Sneha,Chennai,Smartwatch,Accessories,3,14246,42738
2237,Arjun,Chennai,Smartwatch,Electronics,4,4594,18376
2238,Riya,Mumbai,Laptop,Accessories,2,3430,6860
2239,Arjun,Chennai,Mobile,Accessories,1,34031,34031
2240,Rahul,Delhi,Laptop,Accessories,3,31255,93765
2241,Amit,Mumbai,Smartwatch,Electronics,2,30605,61210
2242,Sneha,Hyderabad,Headphones,Electronics,1,12052,12052
2243,Karan,Mumbai,Smartwatch,Accessories,3,36718,110154
2244,Karan,Bangalore,Tablet,Accessories,4,20279,81116
2245,Karan,Hyderabad,Smartwatch,Accessories,3,29500,88500
2246,Riya,Bangalore,Smartwatch,Accessories,4,20603,82412
2247,Neha,Hyderabad,Tablet,Electronics,4,14602,58408
2248,Neha,Chennai,Mobile,Accessories,4,2361,9444
2249,Priya,Mumbai,Smartwatch,Electronics,1,44074,44074
2250,Sneha,Delhi,Laptop,Accessories,3,33182,99546
2251,Karan,Hyderabad,Smartwatch,Accessories,4,13783,55132
2252,Neha,Hyderabad,Laptop,Electronics,2,26097,52194
2253,Riya,Bangalore,Tablet,Accessories,3,49761,149283
2254,Priya,Chennai,Smartwatch,Accessories,2,12936,25872
2255,Amit,Bangalore,Tablet,Accessories,1,28924,28924
2256,Priya,Bangalore,Tablet,Accessories,1,9390,9390
2257,Neha,Chennai,Mobile,Electronics,3,48620,145860
2258,Rahul,Delhi,Smartwatch,Accessories,1,38797,38797
2259,Riya,Bangalore,Laptop,Accessories,1,49111,49111
2260,Rahul,Bangalore,Laptop,Electronics,3,8799,26397
2261,Karan,Hyderabad,Smartwatch,Accessories,2,41848,83696
2262,Rahul,Chennai,Mobile,Electronics,4,41884,167536
2263,Karan,Mumbai,Mobile,Accessories,3,11657,34971
2264,Karan,Delhi,Mobile,Accessories,3,30263,90789
2265,Neha,Delhi,Laptop,Accessories,4,33187,132748
2266,Rahul,Chennai,Tablet,Electronics,2,10691,21382
2267,Karan,Hyderabad,Mobile,Electronics,4,12267,49068
2268,Sneha,Hyderabad,Laptop,Accessories,4,18411,73644
2269,Amit,Chennai,Laptop,Electronics,2,29129,58258
2270,Priya,Hyderabad,Tablet,Accessories,2,35294,70588
2271,Priya,Delhi,Smartwatch,Electronics,4,27444,109776
2272,Neha,Delhi,Smartwatch,Accessories,4,44226,176904
2273,Rahul,Mumbai,Mobile,Electronics,3,35123,105369
2274,Rahul,Chennai,Mobile,Accessories,2,48331,96662
2275,Karan,Bangalore,Tablet,Electronics,1,48183,48183
2276,Riya,Bangalore,Mobile,Electronics,2,18481,36962
2277,Arjun,Mumbai,Tablet,Electronics,4,6458,25832
2278,Karan,Mumbai,Laptop,Electronics,4,15205,60820
2279,Amit,Hyderabad,Mobile,Accessories,4,31136,124544
2280,Sneha,Mumbai,Laptop,Accessories,4,43376,173504
2281,Priya,Mumbai,Headphones,Electronics,1,25652,25652
2282,Karan,Bangalore,Tablet,Accessories,2,39029,78058
2283,Arjun,Hyderabad,Headphones,Electronics,1,1188,1188
2284,Arjun,Mumbai,Mobile,Accessories,1,25865,25865
2285,Karan,Mumbai,Laptop,Electronics,4,30163,120652
2286,Neha,Hyderabad,Mobile,Accessories,1,39574,39574
2287,Priya,Chennai,Headphones,Accessories,4,38340,153360
2288,Neha,Hyderabad,Mobile,Electronics,4,18239,72956
2289,Sneha,Bangalore,Smartwatch,Electronics,4,11409,45636
2290,Arjun,Chennai,Headphones,Electronics,1,13213,13213
2291,Arjun,Delhi,Mobile,Electronics,4,13114,52456
2292,Amit,Hyderabad,Laptop,Electronics,1,42589,42589
2293,Sneha,Bangalore,Mobile,Accessories,2,33061,66122
2294,Arjun,Chennai,Laptop,Electronics,4,21234,84936
2295,Sneha,Hyderabad,Smartwatch,Accessories,3,31209,93627
2296,Priya,Mumbai,Mobile,Electronics,3,23385,70155
2297,Rahul,Hyderabad,Smartwatch,Accessories,3,6586,19758
2298,Arjun,Delhi,Headphones,Accessories,3,13231,39693
2299,Amit,Hyderabad,Laptop,Electronics,3,21092,63276
2300,Priya,Chennai,Headphones,Electronics,1,13841,13841
2301,Karan,Chennai,Laptop,Accessories,2,39935,79870
2302,Sneha,Hyderabad,Smartwatch,Accessories,1,13476,13476
2303,Karan,Chennai,Tablet,Electronics,4,17874,71496
2304,Neha,Mumbai,Mobile,Accessories,2,12833,25666
2305,Priya,Hyderabad,Smartwatch,Accessories,2,5790,11580
2306,Karan,Mumbai,Laptop,Accessories,2,46312,92624
2307,Riya,Mumbai,Laptop,Accessories,2,46805,93610
2308,Riya,Bangalore,Laptop,Accessories,3,48937,146811
2309,Arjun,Hyderabad,Laptop,Accessories,4,24086,96344
2310,Sneha,Chennai,Mobile,Electronics,2,16840,33680
2311,Rahul,Mumbai,Headphones,Electronics,2,49223,98446
2312,Priya,Bangalore,Tablet,Electronics,3,36155,108465
2313,Arjun,Hyderabad,Mobile,Electronics,1,49062,49062
2314,Amit,Hyderabad,Laptop,Accessories,1,15060,15060
2315,Neha,Delhi,Mobile,Electronics,1,24497,24497
2316,Sneha,Delhi,Smartwatch,Accessories,4,1840,7360
2317,Priya,Mumbai,Laptop,Accessories,1,45197,45197
2318,Riya,Delhi,Tablet,Electronics,2,26513,53026
2319,Priya,Mumbai,Laptop,Electronics,3,33362,100086
2320,Rahul,Chennai,Tablet,Accessories,3,22782,68346
2321,Riya,Mumbai,Tablet,Electronics,1,46108,46108
2322,Rahul,Delhi,Headphones,Electronics,3,19576,58728
2323,Amit,Chennai,Headphones,Accessories,2,49024,98048
2324,Neha,Delhi,Mobile,Accessories,1,41394,41394
2325,Amit,Mumbai,Mobile,Accessories,2,20165,40330
2326,Arjun,Bangalore,Tablet,Accessories,4,11423,45692
2327,Arjun,Hyderabad,Laptop,Accessories,2,40321,80642
2328,Amit,Delhi,Smartwatch,Accessories,2,48440,96880
2329,Neha,Mumbai,Smartwatch,Electronics,2,11435,22870
2330,Amit,Chennai,Laptop,Electronics,2,24541,49082
2331,Neha,Delhi,Laptop,Electronics,4,12967,51868
2332,Neha,Delhi,Headphones,Accessories,1,11573,11573
2333,Karan,Hyderabad,Smartwatch,Accessories,2,8191,16382
2334,Riya,Mumbai,Tablet,Electronics,1,47038,47038
2335,Sneha,Bangalore,Mobile,Electronics,3,24990,74970
2336,Neha,Chennai,Headphones,Electronics,2,16188,32376
2337,Rahul,Mumbai,Smartwatch,Accessories,2,33469,66938
2338,Neha,Chennai,Laptop,Electronics,3,14329,42987
2339,Neha,Delhi,Smartwatch,Electronics,1,3586,3586
2340,Neha,Hyderabad,Tablet,Electronics,4,44573,178292
2341,Karan,Hyderabad,Headphones,Accessories,2,3090,6180
2342,Riya,Bangalore,Laptop,Electronics,3,40393,121179
2343,Karan,Hyderabad,Tablet,Electronics,3,8360,25080
2344,Arjun,Delhi,Mobile,Accessories,2,38676,77352
2345,Karan,Bangalore,Headphones,Accessories,1,2448,2448
2346,Rahul,Mumbai,Tablet,Accessories,1,37231,37231
2347,Rahul,Hyderabad,Tablet,Accessories,2,33961,67922
2348,Karan,Bangalore,Laptop,Accessories,3,26795,80385
2349,Riya,Delhi,Mobile,Electronics,2,38631,77262
2350,Amit,Chennai,Tablet,Electronics,4,45393,181572
2351,Sneha,Chennai,Headphones,Accessories,4,12424,49696
2352,Riya,Delhi,Tablet,Accessories,1,39155,39155
2353,Karan,Delhi,Smartwatch,Accessories,4,11351,45404
2354,Neha,Chennai,Headphones,Accessories,3,8234,24702
2355,Priya,Bangalore,Headphones,Electronics,4,43181,172724
2356,Sneha,Chennai,Tablet,Electronics,2,49459,98918
2357,Sneha,Delhi,Laptop,Accessories,3,5793,17379
2358,Rahul,Hyderabad,Headphones,Accessories,1,47113,47113
2359,Sneha,Mumbai,Smartwatch,Accessories,1,14320,14320
2360,Karan,Hyderabad,Laptop,Accessories,4,2791,11164
2361,Neha,Hyderabad,Laptop,Electronics,1,47663,47663
2362,Neha,Delhi,Laptop,Accessories,2,12891,25782
2363,Arjun,Chennai,Headphones,Accessories,3,35966,107898
2364,Neha,Bangalore,Laptop,Electronics,2,44834,89668
2365,Riya,Hyderabad,Tablet,Accessories,2,42470,84940
2366,Neha,Chennai,Laptop,Electronics,2,47323,94646
2367,Rahul,Bangalore,Smartwatch,Accessories,2,31296,62592
2368,Neha,Hyderabad,Mobile,Accessories,3,34309,102927
2369,Arjun,Bangalore,Smartwatch,Electronics,3,18091,54273
2370,Priya,Chennai,Headphones,Accessories,2,43140,86280
2371,Karan,Mumbai,Laptop,Electronics,2,36889,73778
2372,Rahul,Chennai,Laptop,Electronics,1,3852,3852
2373,Riya,Delhi,Tablet,Electronics,1,18562,18562
2374,Priya,Bangalore,Laptop,Accessories,3,28672,86016
2375,Rahul,Mumbai,Smartwatch,Accessories,1,11437,11437
2376,Amit,Bangalore,Headphones,Electronics,3,28621,85863
2377,Sneha,Bangalore,Mobile,Accessories,3,15102,45306
2378,Amit,Hyderabad,Laptop,Accessories,4,42240,168960
2379,Neha,Delhi,Mobile,Accessories,3,23636,70908
2380,Priya,Bangalore,Laptop,Electronics,1,1445,1445
2381,Neha,Chennai,Headphones,Electronics,4,20312,81248
2382,Sneha,Chennai,Smartwatch,Accessories,1,8473,8473
2383,Rahul,Hyderabad,Headphones,Electronics,3,24052,72156
2384,Sneha,Delhi,Mobile,Accessories,3,14618,43854
2385,Arjun,Delhi,Laptop,Accessories,2,11790,23580
2386,Sneha,Chennai,Mobile,Accessories,3,25623,76869
2387,Arjun,Mumbai,Smartwatch,Electronics,4,16883,67532
2388,Sneha,Hyderabad,Headphones,Electronics,3,10866,32598
2389,Karan,Hyderabad,Mobile,Accessories,2,2297,4594
2390,Arjun,Chennai,Mobile,Electronics,3,26956,80868
2391,Priya,Chennai,Smartwatch,Accessories,3,44516,133548
2392,Neha,Mumbai,Laptop,Electronics,3,21927,65781
2393,Riya,Mumbai,Mobile,Electronics,2,2757,5514
2394,Neha,Delhi,Smartwatch,Electronics,1,2697,2697
2395,Amit,Hyderabad,Laptop,Accessories,3,8722,26166
2396,Neha,Hyderabad,Laptop,Accessories,4,25687,102748
2397,Rahul,Chennai,Headphones,Accessories,2,14652,29304
2398,Karan,Delhi,Smartwatch,Electronics,4,21281,85124
2399,Sneha,Hyderabad,Laptop,Accessories,3,36180,108540
2400,Amit,Delhi,Headphones,Accessories,2,11504,23008
2401,Rahul,Delhi,Tablet,Accessories,3,42142,126426
2402,Rahul,Chennai,Smartwatch,Accessories,4,26015,104060
2403,Arjun,Delhi,Tablet,Electronics,2,15916,31832
2404,Neha,Mumbai,Laptop,Electronics,1,6652,6652
2405,Priya,Mumbai,Smartwatch,Accessories,1,7672,7672
2406,Riya,Bangalore,Headphones,Electronics,1,3685,3685
2407,Priya,Chennai,Laptop,Electronics,3,25852,77556
2408,Amit,Bangalore,Smartwatch,Electronics,2,31243,62486
2409,Karan,Mumbai,Smartwatch,Electronics,4,31712,126848
2410,Priya,Bangalore,Tablet,Electronics,4,27118,108472
2411,Sneha,Chennai,Laptop,Accessories,3,9661,28983
2412,Priya,Chennai,Headphones,Electronics,3,49033,147099
2413,Amit,Delhi,Headphones,Accessories,4,17967,71868
2414,Riya,Hyderabad,Laptop,Accessories,2,22089,44178
2415,Priya,Delhi,Laptop,Accessories,3,38130,114390
2416,Sneha,Chennai,Mobile,Electronics,2,3570,7140
2417,Arjun,Mumbai,Tablet,Electronics,4,45208,180832
2418,Karan,Mumbai,Laptop,Electronics,2,9063,18126
2419,Amit,Delhi,Laptop,Electronics,1,25754,25754
2420,Arjun,Chennai,Mobile,Accessories,4,48199,192796
2421,Arjun,Mumbai,Mobile,Accessories,1,17085,17085
2422,Arjun,Chennai,Smartwatch,Accessories,4,30797,123188
2423,Rahul,Mumbai,Headphones,Electronics,1,49740,49740
2424,Karan,Chennai,Tablet,Accessories,2,15272,30544
2425,Riya,Bangalore,Smartwatch,Accessories,4,14955,59820
2426,Neha,Chennai,Laptop,Accessories,4,6799,27196
2427,Karan,Chennai,Mobile,Electronics,1,10688,10688
2428,Rahul,Delhi,Headphones,Accessories,2,45954,91908
2429,Neha,Bangalore,Smartwatch,Accessories,4,47279,189116
2430,Karan,Hyderabad,Headphones,Electronics,3,25263,75789
2431,Arjun,Delhi,Mobile,Accessories,1,33017,33017
2432,Amit,Hyderabad,Smartwatch,Electronics,4,22055,88220
2433,Neha,Mumbai,Smartwatch,Accessories,2,29823,59646
2434,Sneha,Hyderabad,Headphones,Electronics,2,18438,36876
2435,Sneha,Chennai,Mobile,Electronics,2,22483,44966
2436,Priya,Hyderabad,Laptop,Electronics,2,13374,26748
2437,Neha,Delhi,Smartwatch,Accessories,1,25305,25305
2438,Amit,Delhi,Laptop,Accessories,4,46709,186836
2439,Riya,Hyderabad,Mobile,Electronics,1,33322,33322
2440,Rahul,Delhi,Smartwatch,Electronics,1,21250,21250
